"","Actual","Predicted","Profit","Signals"
"2023-02-14",412.640015,398.877943451124,-0.0333512772600979,"Hold"
"2023-02-15",413.980011,399.516754682855,-0.034937088586012,"Hold"
"2023-02-16",408.279999,400.094962623975,-0.0200476055551893,"Hold"
"2023-02-17",407.26001,400.589932569996,-0.0163779336694618,"Hold"
"2023-02-21",399.089996,400.999719070579,0.00478519404074139,"Hold"
"2023-02-22",398.540009,401.278822995673,0.00687211806549937,"Hold"
"2023-02-23",400.660004,401.455528752411,0.00198553572722162,"Hold"
"2023-02-24",396.380005,401.538630350623,0.0130143430181929,"Buy"
"2023-02-27",397.730011,401.469864783132,0.00940299620269804,"Hold"
"2023-02-28",396.26001,401.29300827194,0.0127012520691659,"Buy"
"2023-03-01",394.73999,401.031786696634,0.0159390911891998,"Buy"
"2023-03-02",397.809998,400.68936231136,0.00723803907854625,"Hold"
"2023-03-03",404.190002,400.288079079876,-0.00965368490268673,"Hold"
"2023-03-06",404.470001,399.898543927648,-0.0113023390141423,"Hold"
"2023-03-07",398.269989,399.549812981038,0.00321345824788684,"Hold"
"2023-03-08",398.920013,399.170399913595,0.000627661950856887,"Hold"
"2023-03-09",391.559998,398.78032276321,0.0184398937585303,"Buy"
"2023-03-10",385.910004,398.330719139745,0.0321855225596719,"Buy"
"2023-03-13",385.359985,397.828814488829,0.0323563161048718,"Buy"
"2023-03-14",391.730011,397.276378380603,0.0141586481118563,"Buy"
"2023-03-15",389.279999,396.7040929359,0.0190713469866702,"Buy"
"2023-03-16",396.109985,396.129765127281,4.99359471602968e-05,"Hold"
"2023-03-17",389.98999,395.608786448509,0.0144075401743239,"Buy"
"2023-03-20",393.73999,395.083902511494,0.00341319791137833,"Hold"
"2023-03-21",398.910004,394.577083983247,-0.0108618986069668,"Hold"
"2023-03-22",392.109985,394.150434520138,0.00520376832571153,"Hold"
"2023-03-23",393.170013,393.741990452076,0.00145478402005306,"Hold"
"2023-03-24",395.75,393.384752646977,-0.00597661996973693,"Hold"
"2023-03-27",396.48999,393.085174831238,-0.0085873925058295,"Hold"
"2023-03-28",395.600006,392.872991526265,-0.00689336307475879,"Hold"
"2023-03-29",401.350006,392.712021663038,-0.0215223226805223,"Hold"
"2023-03-30",403.700012,392.636938766036,-0.0274041934731578,"Hold"
"2023-03-31",409.390015,392.681989222116,-0.0408120011864095,"Sell"
"2023-04-03",410.950012,392.859201083093,-0.0440219257540923,"Sell"
